ID,Бренд,Наименование,Количество,Цена,Цена по акции
472035,ALBERT BICHOT,"Вино Albert Bichot Bourgogne Aligote красное сухое, 0.75л",21,2959,0
208791,DON SIMON,"Вино Don Simon красное сухое, 1л",47,679,611.1
571350555,REAL AGRADO,"Вино Real Agrado Reserva красное сухое, 0.75л",91,1899,1709.1
566249,PIEROPAN,"Вино Pieropan Soave Classico DOC белое сухое, 0.75л",9,3129,2499
531952,ELISABETH VIGNERONNE,"Вино Elisabeth Vigneronne Colombard-Sauvignon Blanc белое сухое, 0.75л",19,999,0
573161,MAR DE FRADES,"Вино Mar De Frades белое сухое, 1.5л",12,6199,5579.1
469826,CHATEAU HAUT BRANDA,"Вино Chateau Haut Branda Bordeaux AOC красное сухое, 0.75л",58,1249,0
490916,BATUTA,"Вино Batuta Rosado розовое cухое, 0.75л",271,599,539.1
546993,I FEUDI DI ROMANS,"Вино I Feudi Di Romans Sauvignon Blanc белое сухое, 0.75л",30,2599,1999
548672,JEAN DELLAC,"Вино Jean Dellac Merlot красное сухое, 0.75л",1286,629,0
631768,LES CRESTES,"Вино Mas Doix Les Crestes Priorat красное сухое, 0.75л",4,5199,4679.1
522083,LEEUWENKUIL,"Вино Leeuwenkuil Chenin Blanc белое сухое, 0.75л",24,899,799
603219076,DISCOVERY BAY,"Вино Discovery Bay Rose Chardonnay белое сухое, 0.75л",316,899,809.1
601654299,ROCKY GULLY,"Вино Rocky Gully Riesling белое сухое, 0.75л",61,2099,1889.1
493357450,ROOIBERG,"Вино Rooiberg Natural Sweet белое сладкое, 0.75л",22,899,809.1
570815,FATTORIA POGNI,"Вино Fattoria Pogni Terre del Bruno Chianti Riserva Poggio ai Falchi красное сухое, 0.75л",22,2499,0
577366,FEUDI BRANCIFORTI DEI BORDONARO,"Вино Feudi Branciforti dei Bordonaro Nero d'Avola красное сухое, 0.75л",33,1799,1299
201143,BERONIA,"Вино Beronia Crianza Rioja красное сухое, 0.75л",158,1599,1439.1
257408240,KAAPZICHT,"Вино Kaapzicht Kaleidoscope красное полусухое, 0.75л",46,1449,1304.1
484165,TENUTA OLIM BAUDA,"Вино Tenuta Olim Bauda La Villa Barbera d'Asti красное сухое, 0.75л",3,1999,0
518334,CIELO,"Вино Cielo 1908 Appassionante Rosso красное полусухое, 0.75л",433,1429,0
454615,CHATEAU HAUT-LOGAT,"Вино Chateau Haut-Logat Medoc красное сухое, 0.75л",21,3399,2499
571786,TOCORNAL,"Вино Cono Sur Tocornal Carmenere красное полусухое, 0.75л",15,799,719.1
437356,VINA REAL,"Вино Vina Real Porca de Murca красное сухое, 0.75л",18,1199,1079.1
603218646,DISCOVERY BAY,"Вино Discovery Bay Cabernet Sauvignon красное полусухое, 0.75л",93,899,809.1
603218006,DISCOVERY BAY,"Вино Discovery Bay Red Zinfandel красное полусухое, 0.75л",64,899,809.1
505174,PUEBLO VIEJO,"Вино Pueblo Viejo Rioja Gran Reserva красное сухое, 0.75л",159,1599,1439.1
547980,PRA,"Вино Graziano Pra Morandina Ripasso красное сухое, 0.75л",52,3199,0
532125,GENERACION,"Вино Tempore Generacion 73 Garnacha красное сухое, 0.75л",23,1499,1349.1
111122,CRU LERMONT,"Вино Cru Lermont Cabernet Sauvignon красное сухое, 0.75л",171,719,649
413580369,СУХАЯ ГОРА,"Вино Сухая Гора Совиньон Блан Шардоне белое сухое, 0.75л",11,879,649
603218996,KALEU,"Вино Kaleu Chardonnay белое сухое, 0.75л",53,709,638.1
594794,CHATEAU HOSTENS-PICANT,"Вино Chateau Hostens-Picant Lucullus красное сухое, 0.75л",16,6199,0
604996109,HERESIE,"Вино Heresie Corbieres белое сухое, 0.75л",264,1799,1599
603218081,MOILLARD THOMAS,"Вино Moillard Thomas Mercurey красное сухое, 0.75л",131,3899,0
605119241,DESONO,"Вино Desono Chardonnay белое сухое, 0.75л",17,609,0
605168974,VALLEE LOIRE,"Вино Vallee Loire Saumur Cabernet Franc красное сухое, 0.75л",96,1169,0
605166199,VALLEE LOIRE,"Вино Vallee Loire Touraine Sauvignon Blanc белое сухое, 0.75л",99,1239,0
605166109,DEANGELI,"Вино Deangeli Soave белое сухое, 0.75л",282,699,0
594686,DOMAINE DES MIMOSAS,"Вино Domaine des Mimosas красное сухое, 0.75л",49,2399,0
550328131,CHATEAU POTENSAC,"Вино Chateau Potensac Medoc красное сухое, 0.75л",7,4599,0
550328116,LA CLOSERIE DE CAMENSAC,"Вино La Closerie de Camensac Haut-Medoc красное сухое, 0.75л",16,2399,0
603218001,MOILLARD THOMAS,"Вино Moillard Thomas Marsannay красное сухое, 0.75л",119,3399,0
89034126,RABL,"Вино Rabl Gruner Loss белое сухое, 0.75л",24,1299,0
531709,MAX LION,"Вино Max Lion Grenache красное сухое, 0.75л",13,1559,0
469899,CASARENA,"Вино Casarena 505 Chardonnay белое сухое, 0.75л",25,1199,1079.1
510400,CASTILLO CLAVIJO,"Вино Castillo Clavijo Reserva Rioja красное сухое выдержанное, 0.75л",497,1399,1099
552636,CHEVALIER PIERREFITTE,"Вино Chevalier Pierrefitte La Valette красное сухое, 0.75л",61,1999,0
475750,ANTANO,"Вино Antano Tempranillo Rioja DOC красное сухое, 0.187л",57,369,279
605020073,CLAUS JACOB,"Вино Edition Terroir by Claus Jacob Riesling Kalkstein белое полусухое, 0.75л",182,1199,0
470404,CHATEAU MAUCOIL,"Вино Chateau Maucoil Chateauneuf-du-Pape Tradition красное сухое, 0.75л",1,5999,0
603218611,MOILLARD THOMAS,"Вино Moillard Thomas Pouilly Fuisse белое сухое, 0.75л",128,4399,0
605168954,DEANGELI,"Вино Deangeli Pinot Grigio Delle Venezie белое сухое, 0.75л",55,679,0
601503497,МАССАНДРА,"Вино ликерное Массандра Портвейн Сурож белое сладкое, 0.75л",36,689,0
